Component,File,Input,Classification,Type,Line,Maps to DB,Snippet
.claude,.claude/scripts/security/scan_inputs.py,token,Sensitive,Auth Token,57,No,"if any(k in nl for k in ['key','secret','token','password','auth','credential','jwt','session']): return ""Sensitive"""
.claude,.claude/scripts/security/scan_inputs.py,jwt,Sensitive,Auth Token,57,No,"if any(k in nl for k in ['key','secret','token','password','auth','credential','jwt','session']): return ""Sensitive"""
.claude,.claude/scripts/security/scan_inputs.py,session,Sensitive,Auth Token,57,No,"if any(k in nl for k in ['key','secret','token','password','auth','credential','jwt','session']): return ""Sensitive"""
ember,ember/devbox/drizzle.config.ts,DATABASE_URL,Config,Env Variable (Node),7,No,"dbCredentials: { url: process.env.DATABASE_URL! },"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,61,No,"it(""creates and consumes a reset token"", async () => {"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,63,No,"const token = crypto.randomBytes(32).toString(""hex"");"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,64,No,"const tokenHash = crypto.createHash(""sha256"").update(token).digest(""hex"");"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,67,No,"await testSql`INSERT INTO password_reset_tokens (id, user_id, token_hash, expires_at)"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,68,No,"VALUES ('prt_1', ${user.id}, ${tokenHash}, ${expiresAt.toISOString()})`;"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,72,No,UPDATE password_reset_tokens SET used_at = NOW()
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,73,No,WHERE token_hash = ${tokenHash} AND expires_at > NOW() AND used_at IS NULL
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,81,No,UPDATE password_reset_tokens SET used_at = NOW()
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,82,No,WHERE token_hash = ${tokenHash} AND used_at IS NULL
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,88,No,"it(""expired token cannot be consumed"", async () => {"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,90,No,"const tokenHash = crypto.createHash(""sha256"").update(""expired_token"").digest(""hex"");"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,92,No,"await testSql`INSERT INTO password_reset_tokens (id, user_id, token_hash, expires_at)"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,93,No,"VALUES ('prt_exp', ${user.id}, ${tokenHash}, NOW() - interval '1 hour')`;"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,96,No,UPDATE password_reset_tokens SET used_at = NOW()
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,97,No,WHERE token_hash = ${tokenHash} AND expires_at > NOW() AND used_at IS NULL
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,105,No,"it(""creates and consumes a verification token"", async () => {"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,107,No,"const token = crypto.randomBytes(32).toString(""hex"");"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,108,No,"const tokenHash = crypto.createHash(""sha256"").update(token).digest(""hex"");"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,110,No,"await testSql`INSERT INTO email_verification_tokens (id, user_id, email, token_hash, expires_at)"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,111,No,"VALUES ('evt_1', ${user.id}, 'unverified@t.com', ${tokenHash}, NOW() + interval '1 day')`;"
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,114,No,UPDATE email_verification_tokens SET used_at = NOW()
src/__tests__,ember/devbox/src/__tests__/identity.test.ts,token,Sensitive,Auth Token,115,No,WHERE token_hash = ${tokenHash} AND expires_at > NOW() AND used_at IS NULL
src/__tests__,ember/devbox/src/__tests__/setup.ts,TEST_DATABASE_URL,Config,Env Variable (Node),12,No,"const TEST_DB_URL = process.env.TEST_DATABASE_URL || ""postgres://root@127.0.0.1:5432/ember_test"";"
src/__tests__,ember/devbox/src/__tests__/setup.ts,DATABASE_URL,Config,Env Variable (Node),18,No,process.env.DATABASE_URL = TEST_DB_URL;
src/__tests__,ember/devbox/src/__tests__/setup.ts,session,Sensitive,Auth Token,39,No,await testSql`SET session_replication_role = replica`; // Disable FK checks
src/__tests__,ember/devbox/src/__tests__/setup.ts,session,Sensitive,Auth Token,42,No,"""stoke_sessions"", ""ai_usage"", ""api_keys"","
src/__tests__,ember/devbox/src/__tests__/setup.ts,session,Sensitive,Auth Token,43,No,"""audit_log"", ""billing_events"", ""terminal_sessions"", ""exchange_codes"","
src/__tests__,ember/devbox/src/__tests__/setup.ts,token,Sensitive,Auth Token,44,No,"""purchase_intents"", ""password_reset_tokens"", ""email_verification_tokens"","
src/__tests__,ember/devbox/src/__tests__/setup.ts,session,Sensitive,Auth Token,45,No,"""machines"", ""slots"", ""subscriptions"", ""oauth_accounts"", ""sessions"", ""users"","
src/__tests__,ember/devbox/src/__tests__/setup.ts,session,Sensitive,Auth Token,49,No,await testSql`SET session_replication_role = DEFAULT`;
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,80,No,"it(""creates a session record on terminal auth"", async () => {"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,86,No,"const sessionId = crypto.randomUUID().replace(/-/g, """").slice(0, 20);"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,89,No,"await testSql`INSERT INTO terminal_sessions (id, machine_id, user_id, status, expires_at)"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,90,No,"VALUES (${sessionId}, ${machine.id}, ${user.id}, 'active', ${expiresAt.toISOString()})`;"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,92,No,const [row] = await testSql`SELECT * FROM terminal_sessions WHERE id = ${sessionId}`;
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,98,No,"it(""revokes all sessions for a user with reason"", async () => {"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,104,No,// Create 3 sessions
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,106,No,"await testSql`INSERT INTO terminal_sessions (id, machine_id, user_id, status, expires_at)"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,111,No,"await testSql`UPDATE terminal_sessions SET status = 'revoked', revoked_at = NOW(), revoke_reason = 'logout'"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,114,No,"const rows = await testSql`SELECT status, revoke_reason FROM terminal_sessions WHERE user_id = ${user.id}`;"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,129,No,"await testSql`INSERT INTO terminal_sessions (id, machine_id, user_id, status, expires_at)"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,131,No,"await testSql`INSERT INTO terminal_sessions (id, machine_id, user_id, status, expires_at)"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,135,No,await testSql`UPDATE terminal_sessions SET status = 'revoked' WHERE user_id = ${user1.id}`;
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,137,No,const [s1] = await testSql`SELECT status FROM terminal_sessions WHERE id = 'ts_u1'`;
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,138,No,const [s2] = await testSql`SELECT status FROM terminal_sessions WHERE id = 'ts_u2'`;
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,153,No,"await testSql`INSERT INTO terminal_sessions (id, machine_id, user_id, status, expires_at)"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,155,No,"await testSql`UPDATE terminal_sessions SET status = 'revoked', revoke_reason = ${reason} WHERE id = ${sid}`;"
src/__tests__,ember/devbox/src/__tests__/terminal.test.ts,session,Sensitive,Auth Token,158,No,const rows = await testSql`SELECT revoke_reason FROM terminal_sessions WHERE user_id = ${user.id} ORDER BY revoke_reason
src/auth.ts,ember/devbox/src/auth.ts,session,Sensitive,Auth Token,5,No,"import { users, sessions } from ""./db.js"";"
src/auth.ts,ember/devbox/src/auth.ts,session,Sensitive,Auth Token,8,No,"const adapter = new DrizzlePostgreSQLAdapter(db, sessions, users);"
src/auth.ts,ember/devbox/src/auth.ts,session,Sensitive,Auth Token,11,No,sessionCookie: {
src/auth.ts,ember/devbox/src/auth.ts,NODE_ENV,Config,Env Variable (Node),13,No,"secure: process.env.NODE_ENV === ""production"","
src/auth.ts,ember/devbox/src/auth.ts,APP_URL,Config,Env Variable (Node),40,No,"const APP_URL = process.env.APP_URL || ""http://localhost:3000"";"
src/auth.ts,ember/devbox/src/auth.ts,GITHUB_CLIENT_ID,Config,Env Variable (Node),45,No,"process.env.GITHUB_CLIENT_ID || """","
src/auth.ts,ember/devbox/src/auth.ts,GITHUB_CLIENT_SECRET,Sensitive,Env Variable (Node),46,No,"process.env.GITHUB_CLIENT_SECRET || """","
src/auth.ts,ember/devbox/src/auth.ts,GITHUB_CLIENT_ID,Config,Env Variable (Node),52,No,"process.env.GITHUB_CLIENT_ID || """","
src/auth.ts,ember/devbox/src/auth.ts,GITHUB_CLIENT_SECRET,Sensitive,Env Variable (Node),53,No,"process.env.GITHUB_CLIENT_SECRET || """","
src/auth.ts,ember/devbox/src/auth.ts,GOOGLE_CLIENT_ID,Config,Env Variable (Node),58,No,"process.env.GOOGLE_CLIENT_ID || """","
src/auth.ts,ember/devbox/src/auth.ts,GOOGLE_CLIENT_SECRET,Sensitive,Env Variable (Node),59,No,"process.env.GOOGLE_CLIENT_SECRET || """","
src/connection.ts,ember/devbox/src/connection.ts,DATABASE_URL,Config,Env Variable (Node),7,No,export const rawSql = postgres(process.env.DATABASE_URL!);
src/db.ts,ember/devbox/src/db.ts,session,Sensitive,Auth Token,23,No,"export const sessions = pgTable(""sessions"", {"
src/db.ts,ember/devbox/src/db.ts,token,Sensitive,Auth Token,40,No,"accessToken: text(""access_token""),    // Encrypted via secrets.ts"
src/db.ts,ember/devbox/src/db.ts,token,Sensitive,Auth Token,41,No,"refreshToken: text(""refresh_token""),  // Encrypted via secrets.ts"
src/db.ts,ember/devbox/src/db.ts,token,Sensitive,Auth Token,42,No,"tokenScope: text(""token_scope""),      // e.g. ""user:email"" or ""user:email,repo,read:org"""
src/db.ts,ember/devbox/src/db.ts,session,Sensitive,Auth Token,99,No,"stripeSessionId: text(""stripe_session_id""),"
src/db.ts,ember/devbox/src/db.ts,token,Sensitive,Auth Token,125,No,"machineToken: text(""machine_token""),"
src/db.ts,ember/devbox/src/db.ts,session,Sensitive,Auth Token,135,No,"""terminal_sessions"","
src/db.ts,ember/devbox/src/db.ts,session,Sensitive,Auth Token,152,No,"index(""terminal_sessions_machine_idx"").on(table.machineId),"
src/db.ts,ember/devbox/src/db.ts,session,Sensitive,Auth Token,153,No,"index(""terminal_sessions_user_idx"").on(table.userId),"
src/db.ts,ember/devbox/src/db.ts,session,Sensitive,Auth Token,178,No,"sessionId: text(""session_id""),   // Links to terminal_sessions.id for cookie tracking"
src/db.ts,ember/devbox/src/db.ts,token,Sensitive,Auth Token,184,No,"export const passwordResetTokens = pgTable(""password_reset_tokens"", {"
src/db.ts,ember/devbox/src/db.ts,token,Sensitive,Auth Token,189,No,"tokenHash: text(""token_hash"").notNull(),  // SHA-256 of the token sent to user"
src/db.ts,ember/devbox/src/db.ts,token,Sensitive,Auth Token,196,No,"export const emailVerificationTokens = pgTable(""email_verification_tokens"", {"
src/db.ts,ember/devbox/src/db.ts,token,Sensitive,Auth Token,202,No,"tokenHash: text(""token_hash"").notNull(),"
src/db.ts,ember/devbox/src/db.ts,session,Sensitive,Auth Token,229,No,"// ── API Keys (for v1 endpoints: workers, AI, sessions) ──"
src/db.ts,ember/devbox/src/db.ts,token,Sensitive,Auth Token,247,No,"inputTokens: integer(""input_tokens"").notNull().default(0),"
src/db.ts,ember/devbox/src/db.ts,token,Sensitive,Auth Token,248,No,"outputTokens: integer(""output_tokens"").notNull().default(0),"
src/db.ts,ember/devbox/src/db.ts,session,Sensitive,Auth Token,257,No,"export const stokeSessions = pgTable(""stoke_sessions"", {"
src/db.ts,ember/devbox/src/db.ts,session,Sensitive,Auth Token,268,No,"index(""stoke_sessions_user_idx"").on(table.userId),"
src/email.ts,ember/devbox/src/email.ts,EMAIL_PROVIDER,Config,Env Variable (Node),13,No,"const provider = process.env.EMAIL_PROVIDER || ""console"";"
src/email.ts,ember/devbox/src/email.ts,NODE_ENV,Config,Env Variable (Node),16,No,"if (process.env.NODE_ENV === ""production"") {"
src/email.ts,ember/devbox/src/email.ts,RESEND_API_KEY,Sensitive,Env Variable (Node),31,No,"""Authorization"": `Bearer ${process.env.RESEND_API_KEY}`,"
src/email.ts,ember/devbox/src/email.ts,Authorization,Sensitive,Auth Token,31,No,"""Authorization"": `Bearer ${process.env.RESEND_API_KEY}`,"
src/email.ts,ember/devbox/src/email.ts,EMAIL_FROM,Config,Env Variable (Node),34,No,"from: process.env.EMAIL_FROM || ""Ember <noreply@ember.dev>"","
src/fly.ts,ember/devbox/src/fly.ts,FLY_API_TOKEN,Sensitive,Env Variable (Node),5,No,const FLY_TOKEN = () => process.env.FLY_API_TOKEN!;
src/fly.ts,ember/devbox/src/fly.ts,FLY_ORG,Config,Env Variable (Node),6,No,"const FLY_ORG = () => process.env.FLY_ORG || ""personal"";"
src/fly.ts,ember/devbox/src/fly.ts,MACHINE_HOST_SUFFIX,Config,Env Variable (Node),8,No,"const MACHINE_HOST_SUFFIX = () => process.env.MACHINE_HOST_SUFFIX || "".fly.dev"";"
src/fly.ts,ember/devbox/src/fly.ts,Authorization,Sensitive,Auth Token,57,No,"Authorization: `Bearer ${FLY_TOKEN()}`,"
src/fly.ts,ember/devbox/src/fly.ts,Authorization,Sensitive,Auth Token,81,No,"Authorization: `Bearer ${FLY_TOKEN()}`,"
src/fly.ts,ember/devbox/src/fly.ts,INTERNAL_API_URL,Config,Env Variable (Node),238,No,"API_URL: process.env.INTERNAL_API_URL || opts.apiUrl,"
src/fly.ts,ember/devbox/src/fly.ts,Authorization,Sensitive,Auth Token,350,No,"headers: { Authorization: `Bearer ${machineToken}` },"
src/fly.ts,ember/devbox/src/fly.ts,token,Sensitive,Auth Token,362,No,// Sends raw file bytes with filename in header. Auth via machine token.
src/fly.ts,ember/devbox/src/fly.ts,Authorization,Sensitive,Auth Token,380,No,"Authorization: `Bearer ${machineToken}`,"
src/fly.ts,ember/devbox/src/fly.ts,token,Sensitive,Auth Token,392,No,"// Auth failure is definitive (same machine, wrong token) - don't retry"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,2,No,"// Uses fine-grained, short-lived installation tokens instead of classic OAuth repo tokens."
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,3,No,// GitHub recommends Apps because permissions are repository-scoped and tokens expire.
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,10,No,"//   5. At machine creation, we generate a short-lived installation token for the specific repo"
src/github-app.ts,ember/devbox/src/github-app.ts,GITHUB_APP_ID,Config,Env Variable (Node),14,No,"const APP_ID = () => process.env.GITHUB_APP_ID || """";"
src/github-app.ts,ember/devbox/src/github-app.ts,GITHUB_APP_PRIVATE_KEY,Sensitive,Env Variable (Node),15,No,"const PRIVATE_KEY = () => process.env.GITHUB_APP_PRIVATE_KEY || """";"
src/github-app.ts,ember/devbox/src/github-app.ts,jwt,Sensitive,Auth Token,44,No,const jwt = createAppJWT();
src/github-app.ts,ember/devbox/src/github-app.ts,Authorization,Sensitive,Auth Token,47,No,"Authorization: `Bearer ${jwt}`,"
src/github-app.ts,ember/devbox/src/github-app.ts,jwt,Sensitive,Auth Token,47,No,"Authorization: `Bearer ${jwt}`,"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,69,No,// Generate a short-lived installation token scoped to specific repositories
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,73,No,): Promise<{ token: string; expiresAt: string } | null> {
src/github-app.ts,ember/devbox/src/github-app.ts,jwt,Sensitive,Auth Token,77,No,const jwt = createAppJWT();
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,85,No,"`https://api.github.com/app/installations/${installationId}/access_tokens`,"
src/github-app.ts,ember/devbox/src/github-app.ts,Authorization,Sensitive,Auth Token,89,No,"Authorization: `Bearer ${jwt}`,"
src/github-app.ts,ember/devbox/src/github-app.ts,jwt,Sensitive,Auth Token,89,No,"Authorization: `Bearer ${jwt}`,"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,103,No,"return { token: data.token, expiresAt: data.expires_at };"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,114,No,const tokenResult = await createInstallationToken(installationId);
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,115,No,if (!tokenResult) return [];
src/github-app.ts,ember/devbox/src/github-app.ts,Authorization,Sensitive,Auth Token,120,No,"Authorization: `Bearer ${tokenResult.token}`,"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,120,No,"Authorization: `Bearer ${tokenResult.token}`,"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,145,No,"// Get a clone token for a specific repo. Prefers GitHub App (short-lived, scoped)"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,146,No,// but falls back to classic OAuth token if App is not configured.
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,151,No,"): Promise<{ token: string; method: ""app"" | ""oauth"" } | null> {"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,160,No,"const tokenResult = await createInstallationToken(ownerInstallation, [parsed.repo]);"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,161,No,if (tokenResult) {
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,162,No,"return { token: tokenResult.token, method: ""app"" };"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,170,No,"const tokenResult = await createInstallationToken(userInstallation, [parsed.repo]);"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,171,No,if (tokenResult) {
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,172,No,"return { token: tokenResult.token, method: ""app"" };"
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,178,No,// Fall back to classic OAuth token
src/github-app.ts,ember/devbox/src/github-app.ts,token,Sensitive,Auth Token,180,No,"return { token: classicOAuthToken, method: ""oauth"" };"
src/index.ts,ember/devbox/src/index.ts,session,Sensitive,Auth Token,19,No,"import sessionRoutes from ""./routes/sessions.js"";"
src/index.ts,ember/devbox/src/index.ts,NODE_ENV,Config,Env Variable (Node),30,No,"if (process.env.NODE_ENV !== ""production"") return;"
src/index.ts,ember/devbox/src/index.ts,APP_URL,Config,Env Variable (Node),33,No,"const appUrl = process.env.APP_URL || """";"
src/index.ts,ember/devbox/src/index.ts,MACHINE_HOST_SUFFIX,Config,Env Variable (Node),34,No,"const machineHostSuffix = process.env.MACHINE_HOST_SUFFIX || "".fly.dev"";"
src/index.ts,ember/devbox/src/index.ts,EMAIL_PROVIDER,Config,Env Variable (Node),60,No,"if (process.env.EMAIL_PROVIDER === ""console"") {"
src/index.ts,ember/devbox/src/index.ts,EMAIL_PROVIDER,Config,Env Variable (Node),63,No,"if (process.env.EMAIL_PROVIDER === ""resend"" && !process.env.RESEND_API_KEY) {"
src/index.ts,ember/devbox/src/index.ts,RESEND_API_KEY,Sensitive,Env Variable (Node),63,No,"if (process.env.EMAIL_PROVIDER === ""resend"" && !process.env.RESEND_API_KEY) {"
src/index.ts,ember/devbox/src/index.ts,EMAIL_PROVIDER,Config,Env Variable (Node),66,No,"if (process.env.EMAIL_PROVIDER === ""resend"" && !process.env.EMAIL_FROM) {"
src/index.ts,ember/devbox/src/index.ts,EMAIL_FROM,Config,Env Variable (Node),66,No,"if (process.env.EMAIL_PROVIDER === ""resend"" && !process.env.EMAIL_FROM) {"
src/index.ts,ember/devbox/src/index.ts,MACHINE_HOST_SUFFIX,Config,Env Variable (Node),94,No,"const machineHostSuffix = process.env.MACHINE_HOST_SUFFIX || "".fly.dev"";"
src/index.ts,ember/devbox/src/index.ts,Authorization,Sensitive,Auth Token,112,No,"// /v1/* uses API key auth (Authorization header), which is inherently CSRF-proof."
src/index.ts,ember/devbox/src/index.ts,session,Sensitive,Auth Token,113,No,// Only browser-session routes need Origin-based CSRF.
src/index.ts,ember/devbox/src/index.ts,ENABLE_V1_WORKERS,Config,Env Variable (Node),145,No,"if (process.env.ENABLE_V1_WORKERS === ""true"") {"
src/index.ts,ember/devbox/src/index.ts,ENABLE_MANAGED_AI,Config,Env Variable (Node),152,No,"if (process.env.ENABLE_MANAGED_AI === ""true"") {"
src/index.ts,ember/devbox/src/index.ts,session,Sensitive,Auth Token,159,No,"app.route(""/v1/sessions"", sessionRoutes);"
src/index.ts,ember/devbox/src/index.ts,session,Sensitive,Auth Token,166,No,// Authenticate via reconcile secret OR admin session cookie
src/index.ts,ember/devbox/src/index.ts,Authorization,Sensitive,Auth Token,167,No,"const auth = c.req.header(""Authorization"");"
src/index.ts,ember/devbox/src/index.ts,RECONCILE_SECRET,Sensitive,Env Variable (Node),168,No,const secret = process.env.RECONCILE_SECRET;
src/index.ts,ember/devbox/src/index.ts,bearer,Volatile,Auth Token,171,No,// Check bearer token
src/index.ts,ember/devbox/src/index.ts,token,Sensitive,Auth Token,171,No,// Check bearer token
src/index.ts,ember/devbox/src/index.ts,session,Sensitive,Auth Token,176,No,// Check admin session cookie
src/index.ts,ember/devbox/src/index.ts,session,Sensitive,Auth Token,180,No,"const sessionId = getCookie(c, lucia.sessionCookieName);"
src/index.ts,ember/devbox/src/index.ts,session,Sensitive,Auth Token,181,No,if (sessionId) {
src/index.ts,ember/devbox/src/index.ts,session,Sensitive,Auth Token,182,No,"const { session, user: sessionUser } = await lucia.validateSession(sessionId);"
src/index.ts,ember/devbox/src/index.ts,session,Sensitive,Auth Token,183,No,if (session && sessionUser) {
src/index.ts,ember/devbox/src/index.ts,session,Sensitive,Auth Token,184,No,"const [dbUser] = await db.select({ role: users.role }).from(users).where(eq(users.id, sessionUser.id));"
src/index.ts,ember/devbox/src/index.ts,PORT,Config,Env Variable (Node),232,No,"const port = parseInt(process.env.PORT || ""3000"", 10);"
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,9,No,session: { id: string };
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,27,No,"const sessionId = getCookie(c, lucia.sessionCookieName);"
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,28,No,"if (!sessionId) return c.json({ error: ""Not authenticated"" }, 401);"
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,30,No,"const { session, user } = await lucia.validateSession(sessionId);"
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,31,No,if (!session) {
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,37,No,if (session.fresh) {
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,38,No,const fresh = lucia.createSessionCookie(session.id);
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,45,No,"c.set(""session"", session);"
src/middleware.ts,ember/devbox/src/middleware.ts,token,Sensitive,Auth Token,74,No,"// Exempt startup script fetch (Bearer token auth, machine-to-API calls)"
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,79,No,// No origin: allow if there's a valid session cookie (same-origin non-fetch)
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,80,No,"const sessionId = getCookie(c, lucia.sessionCookieName);"
src/middleware.ts,ember/devbox/src/middleware.ts,session,Sensitive,Auth Token,81,No,if (sessionId) return next();
src/middleware.ts,ember/devbox/src/middleware.ts,APP_URL,Config,Env Variable (Node),86,No,"const appUrl = process.env.APP_URL || ""http://localhost:3000"";"
src/rate-limit.ts,ember/devbox/src/rate-limit.ts,RATE_LIMIT_BACKEND,Config,Env Variable (Node),114,No,"const usePostgres = process.env.RATE_LIMIT_BACKEND === ""postgres"";"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,9,No,"import { users, sessions, passwordResetTokens, emailVerificationTokens } from ""../db.js"";"
src/routes,ember/devbox/src/routes/account.ts,STRIPE_SECRET_KEY,Sensitive,Env Variable (Node),15,No,"const stripe = new Stripe(process.env.STRIPE_SECRET_KEY!, { apiVersion: ""2024-04-10"" as any });"
src/routes,ember/devbox/src/routes/account.ts,session,Sensitive,Auth Token,17,No,const app = new Hono<{ Variables: { user: any; session: any; requestId: string } }>();
src/routes,ember/devbox/src/routes/account.ts,APP_URL,Config,Env Variable (Node),18,No,"const APP_URL = process.env.APP_URL || ""http://localhost:3000"";"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,20,No,function hashToken(token: string): string {
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,21,No,"return crypto.createHash(""sha256"").update(token).digest(""hex"");"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,40,No,// Rate limit: max 3 active tokens per user
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,42,No,SELECT count(*) as c FROM password_reset_tokens
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,46,No,"const token = crypto.randomBytes(32).toString(""hex"");"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,47,No,const tokenId = nanoid();
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,51,No,"id: tokenId, userId: user.id, tokenHash: hashToken(token), expiresAt,"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,54,No,const resetUrl = `${APP_URL}/reset-password?token=${token}`;
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,58,No,"// Still return ok to avoid leaking user existence, but token won't arrive"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,65,No,"token: z.string().min(1),"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,73,No,"const { token, password } = parsed.data;"
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,74,No,const tokenHash = hashToken(token);
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,76,No,// Atomically find and mark the token as used
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,78,No,UPDATE password_reset_tokens SET used_at = NOW()
src/routes,ember/devbox/src/routes/account.ts,token,Sensitive,Auth Token,79,No,WHERE token_hash = ${tokenHash} AND expires_at > NOW() AND used_at IS NULL
